runid,date,location,short_name,long_name,census2019,date_type,doses_distributed,doses_administered,dist_per_100k,admin_per_100k,administered_moderna,administered_pfizer,administered_janssen,administered_unk_manuf,administered_dose1_recip,administered_dose1_pop_pct,administered_dose2_pop_pct,administered_dose1_recip_18plus,administered_dose1_recip_18plus_pop_pct,administered_18plus,admin_per_100k_18plus,distributed_per_100k_18plus,administered_dose1_recip_65plus,administered_dose1_recip_65plus_pop_pct,administered_65plus,admin_per_100k_65plus,distributed_per_100k_65plus,administered_dose2_recip,administered_dose2_recip_18plus,administered_dose2_recip_18plus_pop_pct,distributed_moderna,distributed_pfizer,distributed_janssen,distributed_unk_manuf,series_complete_moderna,series_complete_pfizer,series_complete_janssen,series_complete_unk_manuf,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_janssen_18plus,series_complete_unk_manuf_18plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_janssen_65plus,series_complete_unk_manuf_65plus,series_complete_yes,series_complete_pop_pct,series_complete_18plus,series_complete_18plus_pop_pct,series_complete_65plus,series_complete_65plus_pop_pct,administered_fed_ltc,administered_fed_ltc_dose1,administered_fed_ltc_dose2,series_complete_fed_ltc,administered_dose1,administered_dose1_per_100k,administered_dose2,administered_dose2_per_100k,recip_administered,census2019_18plus_pop,mmwr_week,ratio_admin_dist,administered_dose_other,administered_dose_other_per_100k,skipped,skip_n
1954,2021-05-08,VA,VAA,Virginia,8535519,Report,8689335,7185843,101802,84188,2968356,3979351,236208,1928,4214094,49.4,34.1,4130127,61.9,7071215,105941,130184,1150183,84.6,2110615,155317,639436,2909980,2879651,43.1,3582800,4627935,478600,0,1255081,1654296,234464,603,1253352,1625698,233738,601,480465,466628,50362,384,3144444,36.8,3113389,46.6,997839,73.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,VA2,VA2,Veterans Health,0,Report,6237435,5051057,0,0,2637951,2288926,124178,2,2712734,0,0,2712241,0,5050378,0,0,1443005,0,2756015,0,0,2335774,2335589,0,2984700,2732535,520200,0,1244786,1090987,124082,1,1244757,1090831,124064,1,756829,555401,43079,1,2459856,0,2459653,0,1355310,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,VI,VIA,Virgin Islands,104680,Report,68520,65502,65457,62574,21296,43814,392,0,34903,33.3,26.6,34508,42.3,64798,79361,83919,11534,64.8,21327,119842,385030,27845,27589,33.8,21700,46020,800,0,9378,18467,413,0,9367,18222,411,0,4060,5602,168,0,28258,27,28000,34.3,9830,55.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,VT,VTA,Vermont,623989,Report,757120,616692,121335,98831,271021,316502,28630,539,374046,59.9,37,369148,72.4,610636,119736,148460,120236,96.2,232863,186232,605507,231176,230088,45.1,334420,374400,48300,0,103248,127744,28074,184,103229,126675,28054,184,52818,53820,887,121,259250,41.5,258142,50.6,107646,86.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,WA,WAA,Washington,7614893,Report,7942520,6293784,104302,82651,2685216,3390463,214246,3859,3742690,49.1,32.8,3685460,61.9,6219628,104499,133447,1042341,86.2,1972077,163019,656557,2499724,2483423,41.7,3334280,4167540,440700,0,1107250,1391477,214229,997,1107042,1375385,214111,996,437429,472092,38928,648,2713953,35.6,2697534,45.3,949097,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,WI,WIA,Wisconsin,5822434,Report,5555605,4917970,95417,84466,2104544,2630867,182064,495,2735459,47,35.6,2692204,59.1,4849978,106456,121945,887048,87.2,1744984,171541,546143,2074542,2052338,45,2424180,2834325,297100,0,910382,1163940,175347,220,910213,1141908,175253,217,407171,406528,17980,93,2249889,38.6,2227591,48.9,831772,81.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,WV,WVA,West Virginia,1792147,Report,1682345,1212466,93873,67654,584320,607358,20784,4,654540,36.5,30.7,642824,44.9,1193173,83288,117435,261001,71.1,496145,135185,458391,550265,543296,37.9,774460,803985,103900,0,267920,282263,21789,82,267753,275461,21548,82,123265,111481,3503,47,572054,31.9,564844,39.4,238296,64.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,WY,WYA,Wyoming,578759,Report,490875,369771,84815,63890,179899,177589,12077,206,201002,34.7,27.4,199139,44.7,366732,82407,110303,73206,73.8,138670,139818,494938,158518,157459,35.4,237840,220935,32100,0,78144,80335,11387,39,78135,79285,11383,39,34887,30356,1876,16,169905,29.4,168842,37.9,67135,67.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1954,2021-05-08,LTC,LTC,Long Term Care,NA,NA,NA,7811741,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,US,USA,United States,331996199,Report,327124625,254779333,98533,76742,110124671,135725061,8739657,189944,150416559,45.3,30.8,148087774,57.4,251524265,97441,126728,45543746,83.3,83664008,152959,598068,102211530,101294352,39.2,137846780,169819845,19458000,0,45501811,56659985,8665290,47834,45425696,55819067,8642651,47718,18616041,18432581,1572245,20187,110874920,33.4,109935132,42.6,38641055,70.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,AK,AKA,Alaska,731545,Report,777445,569040,106274,77786,254391,299117,15449,83,311397,42.6,34.5,303853,55.1,555778,100764,140953,71772,78.4,135246,147668,848850,252707,247012,44.8,337040,385905,54500,0,115899,136787,14253,21,115635,131356,14186,21,38314,26890,1619,12,266960,36.5,261198,47.4,66835,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,AL,ALA,Alabama,4903185,Report,4241420,2726356,86503,55604,1304459,1343340,78557,0,1636710,33.4,23.7,1625574,42.6,2710039,71039,111181,626303,73.7,1097799,129178,499086,1159911,1154459,30.3,1899660,2080260,261500,0,555697,604149,80424,65,555573,598821,80388,65,273978,218886,24357,42,1240335,25.3,1234847,32.4,517263,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,AR,ARA,Arkansas,3017804,Report,2666140,1872359,88347,62044,883188,931891,56797,483,1098559,36.4,25.4,1083619,46.8,1850590,79848,115036,387047,73.9,693772,132429,508920,765502,758595,32.7,1186120,1317420,162600,0,374181,391208,55490,113,373827,384657,55226,111,180783,123915,8971,78,820992,27.2,813821,35.1,313747,59.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,AS,ASA,American Samoa,55689,Report,54030,39666,97021,71228,9004,30640,22,0,22119,39.7,31.7,21346,49.1,38321,88222,124387,2486,26.3,4599,48579,570719,17665,17096,39.4,15600,37830,600,0,3911,13754,29,0,3900,13196,29,0,878,1315,6,0,17694,31.8,17125,39.4,2199,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,AZ,AZA,Arizona,7278717,Report,7029325,5301083,96574,72830,2329713,2823470,144577,3323,3053333,41.9,29,3006675,53.3,5225445,92675,124667,1046062,79.9,1951082,149093,537150,2108569,2082138,36.9,3041020,3583905,404400,0,926639,1180829,139446,1101,926464,1154574,139354,1100,420231,407444,26823,707,2248015,30.9,2221492,39.4,855205,65.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,BP2,BP2,Bureau of Prisons,0,Report,169240,161200,0,0,62680,95159,3361,0,90948,0,0,90947,0,161199,0,0,3103,0,5804,0,0,69500,69500,0,65900,95940,7400,0,26577,42923,3347,0,26577,42923,3347,0,1292,1375,47,0,72847,0,72847,0,2714,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,CA,CAA,California,39512223,Report,41640640,32367810,105387,81918,14147803,17071658,1144583,3766,20047379,50.7,30.7,19638072,64.1,31829639,103959,136002,5150316,88.2,9067308,155312,713255,12134476,12006555,39.2,17401040,21769800,2469800,0,5540046,6593545,1135042,885,5532911,6472764,1130978,880,2061828,1778760,118531,427,13269518,33.6,13137533,42.9,3959546,67.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,CO,COA,Colorado,5758736,Report,5822000,4768105,101099,82798,2126487,2487537,152830,1251,2774918,48.2,33.6,2718527,60.4,4686173,104155,129400,705859,83.8,1334147,158372,691111,1937647,1912215,42.5,2481520,3031080,309400,0,890164,1047128,150858,355,889028,1022837,150255,350,311142,294553,13641,155,2088505,36.3,2062470,45.8,619491,73.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,CT,CTA,Connecticut,3565287,Report,4034395,3437201,113158,96407,1395095,1911423,130412,271,2025677,56.8,39.1,1981247,69.8,3377425,119014,142164,574674,91.2,1093385,173486,640132,1392332,1377910,48.6,1652940,2146755,234700,0,587924,804348,130478,60,587647,790204,130371,59,203997,302265,12873,20,1522810,42.7,1508281,53.1,519155,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,DC,DCA,District of Columbia,705749,Report,916875,637854,129915,90380,249934,366690,21191,39,354000,50.2,29.3,351363,60.8,635111,109961,158744,68516,78.4,148843,170412,1049740,206486,205619,35.6,362520,504855,49500,0,84406,122048,25086,32,84393,121196,25071,30,29243,22321,1689,10,231572,32.8,230690,39.9,53263,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,DD2,DD2,Dept of Defense,0,Report,3975410,3077035,0,0,1356938,1639283,80415,399,1867186,0,0,1849173,0,3052854,0,0,165412,0,286184,0,0,1131769,1125955,0,1671400,2129010,175000,0,493168,638601,77500,0,493118,632837,77477,0,40520,71656,3462,0,1209269,0,1203432,0,115638,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,DE,DEA,Delaware,973764,Report,1052635,810270,108100,83210,326749,447520,35751,250,473436,48.6,32.2,466720,60.6,800115,103885,136672,167859,88.9,311147,164710,557227,313749,311513,40.4,449920,545415,57300,0,128303,185329,35122,117,128264,183132,35097,117,57984,77168,7170,76,348871,35.8,346610,45,142398,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,FL,FLA,Florida,21477737,Report,21941005,16084479,102157,74889,6948737,8509177,599614,26951,9332355,43.5,28.9,9239746,53.6,15961106,92540,127210,3827024,85.1,7287143,162032,487867,6199832,6170345,35.8,9078200,11344905,1517900,0,2765163,3425886,592316,8783,2764483,3397081,592027,8781,1595610,1439507,136727,6781,6792148,31.6,6762372,39.2,3178625,70.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,FM,FMA,Federated States of Micronesia,103643,Report,63200,36322,60979,35045,35928,0,394,0,21447,20.7,14.3,21430,26.5,36301,44904,78177,1890,10.7,3303,18747,358704,14866,14862,18.4,61600,0,1600,0,14839,27,394,0,14835,27,394,0,1425,5,75,0,15260,14.7,15256,18.9,1505,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,GA,GAA,Georgia,10617423,Report,9913265,6680976,93368,62925,3004577,3524253,151663,483,3830155,36.1,25.4,3776854,46.6,6602536,81377,122182,1167742,77,2216859,146139,653498,2701656,2676641,33,4212780,5152485,548000,0,1258007,1443371,148718,278,1257758,1418608,148506,275,551477,408187,19290,149,2850374,26.8,2825147,34.8,979103,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,GU,GUA,Guam,165768,Report,173470,139132,104646,83932,54915,82761,1456,0,79570,48,35.5,77233,59.7,135481,104781,134162,13917,49.4,26006,92282,615557,58768,57457,44.4,63700,98670,11100,0,21932,36836,1463,0,21928,35529,1463,0,5078,6853,119,0,60231,36.3,58920,45.6,12050,42.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,HI,HIA,Hawaii,1415872,Report,1564690,1369473,110511,96723,498162,751756,25795,93760,824696,58.2,38.3,810448,72.6,1352957,121232,140205,253623,94.5,455251,169586,582865,542604,539804,48.4,630460,860730,73500,0,202695,321838,26033,18071,202515,319235,25953,18054,86565,113299,6458,1409,568637,40.2,565757,50.7,207731,77.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,IA,IAA,Iowa,3155070,Report,2955125,2517783,93663,79801,1140218,1280325,97118,122,1427971,45.3,34.1,1408932,58,2489538,102525,121699,474648,85.8,913772,165253,534425,1074463,1065568,43.9,1274760,1510665,169700,0,516204,558204,95379,55,516129,549384,95329,55,238178,195986,8136,40,1169842,37.1,1160897,47.8,442340,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,ID,IDA,Idaho,1787065,Report,1488765,1125117,83308,62959,500148,591917,32492,560,623037,34.9,27,622915,46.5,1125075,84032,111196,223957,77,428410,147387,512184,482098,482064,36,633360,764205,91200,0,219583,262347,32338,168,219576,262320,32328,168,96555,102075,6969,73,514436,28.8,514392,38.4,205672,70.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,IH2,IH2,Indian Health Svc,2082813,Report,1687115,1281706,81002,61537,719594,541841,20271,0,728110,35,26.2,709579,0,1251228,0,0,146027,0,265102,0,0,545965,534093,0,908100,705315,73700,0,307621,238344,20112,0,307443,226650,20081,0,68059,48005,2129,0,566077,27.2,554174,0,118193,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,IL,ILA,Illinois,12671821,Report,12784035,9961799,100886,78614,4217400,5413732,324958,5709,6112154,48.2,30.3,5997052,60.9,9818746,99643,129735,1737273,85,3057130,149622,625677,3841092,3808519,38.6,5287600,6718335,778100,0,1667043,2172118,325419,1931,1665190,2141405,324059,1924,636202,677796,49303,1161,4166511,32.9,4132578,41.9,1364462,66.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,IN,INA,Indiana,6732219,Report,5696710,4421161,84619,65672,1830093,2440332,141565,9171,2522544,37.5,27.3,2490535,48.2,4375715,84731,110311,857244,79,1661761,153053,524683,1838574,1828517,35.4,2332700,2994810,369200,0,785923,1049643,139904,3008,785843,1039668,139823,3006,398042,377712,17084,1901,1978478,29.4,1968340,38.1,794739,73.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,KS,KSA,Kansas,2913314,Report,2808805,2115612,96413,72619,967246,1086657,61159,550,1266656,43.5,32,1249843,56.5,2092619,94558,126919,421235,88.6,742779,156214,590722,932857,923695,41.7,1254960,1398345,155500,0,432411,500273,61320,173,432329,491194,61283,172,171165,168874,11317,97,994177,34.1,984978,44.5,351453,73.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,KY,KYA,Kentucky,4467673,Report,4082135,3263399,91370,73045,1465019,1685440,112614,326,1877172,42,31.2,1855608,53.6,3230915,93250,117817,610422,81.3,1100916,146678,543876,1393391,1382842,39.9,1766740,2074995,240400,0,638448,754677,109844,266,638367,744210,109787,265,241651,263897,26287,162,1503235,33.6,1492629,43.1,531997,70.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,LA,LAA,Louisiana,4648794,Report,3727300,2830235,80178,60881,1325028,1410157,94052,998,1541192,33.2,26.3,1528536,42.9,2809755,78900,104665,556711,75.1,1080275,145782,502995,1224491,1216925,34.2,1617000,1879800,230500,0,583835,640154,90202,502,583717,632708,90130,500,245806,254448,16204,103,1314693,28.3,1307055,36.7,516561,69.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MA,MAA,Massachusetts,6892503,Report,7921710,6690804,114932,97074,2829008,3637346,224345,105,4081217,59.2,37.5,4000345,72.2,6585948,118886,142999,1079385,92.3,1950115,166772,677456,2582939,2558842,46.2,3283460,4233450,404800,0,1117843,1465074,225184,22,1116741,1442079,224508,22,423493,447734,55257,11,2808123,40.7,2783350,50.2,926495,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MD,MDA,Maryland,6045680,Report,6524920,5106380,107927,84463,2153848,2749601,199433,3498,3055421,50.5,34.1,2999327,63.7,5031964,106813,138504,821615,85.6,1496798,156015,680107,2060105,2042705,43.4,2636640,3526380,361900,0,901155,1157922,193024,1028,901030,1140649,192926,1026,357356,330156,40832,412,2253129,37.3,2235631,47.5,728756,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,ME,MEA,Maine,1344212,Report,1487690,1263442,110674,93991,554476,629354,79444,168,763790,56.8,37.8,753444,68.8,1250515,114164,135816,260799,91.4,482010,168969,521512,507672,505070,46.1,648620,746070,93000,0,232359,275257,79287,56,232332,272687,79257,51,110286,113062,18508,14,586959,43.7,584327,53.3,241870,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MH,MHA,Marshall Islands,58413,Report,51300,27154,87823,46486,27119,0,35,0,14825,25.4,21,14785,32.5,27100,59479,112594,920,9.3,1690,17019,516616,12295,12281,27,40500,0,10800,0,12291,4,39,0,12277,4,39,0,770,0,3,0,12334,21.1,12320,27,773,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MI,MIA,Michigan,9986857,Report,9994590,7536559,100077,75465,3232212,4059580,243484,1283,4393499,44,32.3,4323862,55.1,7438699,94846,127434,1418418,80.3,2628095,148867,566137,3227399,3197835,40.8,4208620,5188170,597800,0,1425402,1801456,248075,541,1425147,1772149,247952,539,647061,589100,47971,365,3475474,34.8,3445787,43.9,1284497,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MN,MNA,Minnesota,5639632,Report,5311180,4577431,94176,81165,1928476,2447906,200810,239,2736645,48.5,33,2687053,62,4513374,104079,122477,809999,88,1494856,162417,577063,1863356,1848499,42.6,2206680,2815800,288700,0,828824,1034472,203121,60,828669,1019770,202992,60,313392,387263,38483,25,2066477,36.6,2051491,47.3,739163,80.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MO,MOA,Missouri,6137428,Report,5438155,4181588,88606,68133,1649268,2405691,126268,361,2371232,38.6,27.5,2344297,49.2,4141695,86885,114083,813208,76.6,1529894,144053,512049,1690792,1680532,35.3,2267100,2879955,291100,0,698122,992612,126866,58,697977,982499,126754,56,321468,355671,25705,24,1817658,29.6,1807286,37.9,702868,66.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MP,MPA,Northern Mariana Islands,56882,Report,72330,42348,127158,74449,5546,36754,48,0,23018,40.5,34,22425,50.5,41431,93380,163023,2491,25.8,4762,49245,747983,19333,19009,42.8,20200,49530,2600,0,2292,17041,52,0,2292,16717,52,0,348,1921,41,0,19385,34.1,19061,43,2310,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MS,MSA,Mississippi,2976149,Report,2490385,1646019,83678,55307,789800,809077,46275,867,947646,31.8,23.4,941348,41.3,1636576,71856,109344,355584,73.1,642557,132025,511695,696285,693087,30.4,1108300,1225185,156900,0,346683,349576,45268,26,346595,346466,45230,26,162072,130041,12342,9,741553,24.9,738317,32.4,304464,62.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,MT,MTA,Montana,1068778,Report,1016055,788740,95067,73798,371855,392866,23804,215,446164,41.7,31.8,440257,52.4,779323,92756,120932,162335,78.6,301311,145958,492186,339500,336062,40,458600,493155,64300,0,165681,173751,23361,68,165618,170376,23346,68,70645,69292,5579,39,362861,34,359408,42.8,145555,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NC,NCA,North Carolina,10488084,Report,10275290,7379216,97971,70358,3058441,4074467,245979,329,4216849,40.2,29.4,4152236,50.7,7281723,88938,125502,1358381,77.6,2582891,147502,586793,3083044,3050634,37.3,4305960,5376930,592400,0,1296598,1786411,242471,35,1295292,1755307,241615,35,566069,610556,26345,25,3325515,31.7,3292249,40.2,1202995,68.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,ND,NDA,North Dakota,762062,Report,653100,575543,85702,75524,252302,300865,22376,0,303352,39.8,31.3,299579,51.5,568678,97729,112238,97550,81.4,188529,157311,544954,238439,235991,40.6,299300,319800,34000,0,108854,129584,19768,1,108755,127235,19695,1,42388,40439,2857,0,258207,33.9,255686,43.9,85684,71.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NE,NEA,Nebraska,1934408,Report,1846800,1497021,95471,77389,627056,813324,54006,2635,853824,44.1,33,840353,57.6,1478298,101369,126638,263782,84.4,507667,162475,591055,637508,632144,43.3,764460,981240,101100,0,274710,362034,54241,764,274647,356736,54211,761,117086,119199,3966,548,691749,35.8,686355,47.1,240799,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NH,NHA,New Hampshire,1359711,Report,1397885,1141718,102808,83968,486189,603887,51615,27,776135,57.1,29,765759,69.3,1129658,102282,126568,243107,95.8,414591,163312,550643,394841,393619,35.6,589060,704925,103900,0,189653,205173,52550,15,189521,204083,52527,15,86183,96266,11873,10,447391,32.9,446146,40.4,194332,76.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NJ,NJA,New Jersey,8882190,Report,9378655,7773775,105589,87521,3350499,4128422,294379,475,4755104,53.5,36.4,4679344,67.4,7670751,110472,135069,1281224,86.8,2257954,153026,635610,3234400,3206065,46.2,3895060,4941495,542100,0,1407001,1827372,296618,27,1406803,1799238,296499,24,512184,511529,67754,13,3531018,39.8,3502564,50.4,1091480,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NM,NMA,New Mexico,2096829,Report,2109155,1894768,100588,90363,851713,991883,48798,2374,1100463,52.5,38.1,1078346,66.5,1866517,115147,130115,331348,87.7,595859,157799,558560,799577,791541,48.8,912040,1068015,129100,0,356250,442651,47958,676,356059,434806,47877,676,129090,139569,13069,408,847535,40.4,839418,51.8,282136,74.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NV,NVA,Nevada,3080156,Report,2605490,2167439,84590,70368,907798,1181824,77817,0,1259626,40.9,27.9,1243445,52.1,2144702,89830,109130,384007,77.4,716879,144540,525330,860290,853967,35.8,1094980,1349010,161500,0,373502,486783,76791,5,373455,480507,76768,5,157849,156547,15433,4,937081,30.4,930735,39,329833,66.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,NY,NYA,New York State,19453561,Report,20001845,16701431,102818,85853,7101520,8964264,632486,3161,9642901,49.6,35,9506897,61.6,16509334,107028,129669,2641114,80.1,4835593,146704,606825,6809524,6753468,43.8,8471020,10427625,1103200,0,2994923,3813958,618071,643,2994387,3758454,617754,627,1111827,1055969,125045,359,7427595,38.2,7371222,47.8,2293200,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,OH,OHA,Ohio,11689100,Report,10974945,8780766,93890,75119,3758439,4703490,310540,8297,4849517,41.5,32.1,4777203,52.4,8667219,95128,120457,1631014,79.7,3117722,152358,536326,3753817,3714730,40.8,4586980,5788965,599000,0,1646533,2104831,299780,2453,1646360,2065926,299672,2444,686486,748431,61643,1425,4053597,34.7,4014402,44.1,1497985,73.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,OK,OKA,Oklahoma,3956971,Report,3803605,2762753,96124,69820,1290525,1398540,73650,38,1551885,39.2,29.2,1533014,51,2731322,90901,126587,510410,80.4,938732,147801,598868,1154029,1142131,38,1658020,1942785,202800,0,551594,602413,72700,22,551454,590655,72661,22,227425,190976,13201,6,1226729,31,1214792,40.4,431608,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,OR,ORA,Oregon,4217737,Report,4186565,3275954,99261,77671,1408851,1760785,104563,1755,1979576,46.9,31.1,1946827,58.1,3234267,96511,124928,620250,81,1139581,148755,546492,1309979,1300698,38.8,1795580,2133885,257100,0,586661,723014,103398,304,586068,714329,103078,301,256183,269742,33871,161,1413377,33.5,1403776,41.9,559957,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,PA,PAA,Pennsylvania,12801989,Report,13378425,10758543,104503,84038,4611004,5771677,375581,281,6647012,51.9,32.2,6564509,64.6,10655803,104804,131582,2262479,94.5,3939705,164610,558980,4126643,4105682,40.4,5729380,6690645,958400,0,1799746,2326679,380499,218,1799163,2306305,380325,214,806215,858000,52942,122,4507142,35.2,4486007,44.1,1717279,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,PR,PRA,Puerto Rico,3193694,Report,3447080,2083637,107934,65242,840959,1170475,71925,278,1303673,40.8,25,1285711,49.1,2063621,78735,131520,403366,74.3,716552,131979,634906,799526,796899,30.4,1498020,1760460,188600,0,315123,484385,72033,18,315071,481810,71947,18,152298,164580,11784,3,871559,27.3,868846,33.1,328665,60.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
1950,2021-05-07,RI,RIA,Rhode Island,1059361,Report,1257465,968436,118700,91417,406797,522818,38792,29,574599,54.2,36.4,565369,66.1,956845,111929,147095,171555,91.7,325077,173795,672276,385565,383432,44.9,503500,695565,58400,0,169869,215689,38626,7,169847,213578,38612,7,72834,79708,4969,2,424191,40,422044,49.4,157513,84.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0
